Make;Model;Annual Petroleum Consumption For Fuel Type1;Annual Petroleum Consumption For Fuel Type2;Time to charge at 120V;Time to charge at 240V;City Mpg For Fuel Type1;Unrounded City Mpg For Fuel Type1 (2);City Mpg For Fuel Type2;Unrounded City Mpg For Fuel Type2;City gasoline consumption;City electricity consumption;EPA city utility factor;Co2 Fuel Type1;Co2 Fuel Type2;Co2  Tailpipe For Fuel Type2;Co2  Tailpipe For Fuel Type1;Combined Mpg For Fuel Type1;Unrounded Combined Mpg For Fuel Type1;Combined Mpg For Fuel Type2;Unrounded Combined Mpg For Fuel Type2;Combined electricity consumption;Combined gasoline consumption;EPA combined utility factor;Cylinders;Engine displacement;Drive;EPA model type index;Engine descriptor;EPA Fuel Economy Score;Annual Fuel Cost For Fuel Type1;Annual Fuel Cost For Fuel Type2;Fuel Type;Fuel Type1;GHG Score;GHG Score Alternative Fuel;Highway Mpg For Fuel Type1;Unrounded Highway Mpg For Fuel Type1;Highway Mpg For Fuel Type2;Unrounded Highway Mpg For Fuel Type2;Highway gasoline consumption;Highway electricity consumption;EPA highway utility factor;Hatchback luggage volume;Hatchback passenger volume;ID;2 door luggage volume;4 door luggage volume;MPG Data;PHEV Blended;2-door passenger volume;4-door passenger volume;Range For Fuel Type1;Range  City For Fuel Type1;Range  City For Fuel Type2;Range  Highway For Fuel Type1;Range  Highway For Fuel Type2;Transmission;Unadjusted City Mpg For Fuel Type1;Unadjusted City Mpg For Fuel Type2;Unadjusted Highway Mpg For Fuel Type1;Unadjusted Highway Mpg For Fuel Type2;Vehicle Size Class;Year;You Save/Spend;Guzzler;Transmission descriptor;T Charger;S Charger;ATV Type;Fuel Type2;Epa Range For Fuel Type2;Electric motor;MFR Code;c240Dscr;charge240b;C240B Dscr;Created On;Modified On;Start-Stop;PHEV City;PHEV Highway;PHEV Combined;baseModel
Toyota;MR2;12.39625;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Rear-Wheel Drive;0;;;2250;0;Regular;Regular Gasoline;;;27;0.0;0;0.0;0.0;0.0;0.0;0;0;16465;2;0;Y;false;46;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;27.9;0.0;38.3;0.0;Two Seaters;2001;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;MR2
Toyota;Corolla;9.597096774193549;0.0;0.0;0.0;28;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;286.6774193548387;31;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;1750;0;Regular;Regular Gasoline;;;37;0.0;0;0.0;0.0;0.0;0.0;0;0;16702;0;12;Y;false;0;88;0;0.0;0.0;0.0;0.0;Manual 5-spd;35.9067;0.0;51.9897;0.0;Compact Cars;2001;750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Sequoia 2WD;21.250714285714285;0.0;0.0;0.0;13;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;634.7857142857143;14;0.0;0;0.0;0.0;0.0;0.0;8;4.7;Rear-Wheel Drive;0;;;3850;0;Regular;Regular Gasoline;;;17;0.0;0;0.0;0.0;0.0;0.0;0;0;18136;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;15.8;0.0;23.1;0.0;Sport Utility Vehicle - 2WD;2002;-9750;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Sequoia
Toyota;Tacoma 4WD;18.594375;0.0;0.0;0.0;15;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;555.4375;16;0.0;0;0.0;0.0;0.0;0.0;6;3.4;4-Wheel or All-Wheel Drive;0;;;3350;0;Regular;Regular Gasoline;;;18;0.0;0;0.0;0.0;0.0;0.0;0;0;18949;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;18.6;0.0;25.3;0.0;Standard Pickup Trucks 4WD;2003;-7250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Tacoma
Toyota;Grand Highlander LE/XLE;12.39625;0.0;0.0;0.0;21;21.0;0;0.0;0.0;0.0;0.0;371;-1;0.0;371.0;24;24.0756;0;0.0;0.0;0.0;0.0;4;2.4;Front-Wheel Drive;159;SIDI & PFI;5;2250;0;Regular;Regular Gasoline;5;;28;28.1266;0;0.0;0.0;0.0;0.0;0;0;46743;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S8);27.4;0.0;40.0;0.0;Standard Sport Utility Vehicle 2WD;2024;-1750;;;T;;;;;;TYX;;0.0;;2023-06-23;2023-07-31;Y;0;0;0;Grand Highlander
Toyota;Tundra 4WD PRO;15.65842105263158;0.0;0.0;0.0;18;18.2647;0;0.0;0.0;0.0;0.0;461;-1;0.0;461.0;19;19.1281;0;0.0;0.0;0.0;0.0;6;3.4;Part-time 4-Wheel Drive;58;"SIDI & PFI; Hybrid";4;2850;0;Regular;Regular Gasoline;4;;20;20.301;0;0.0;0.0;0.0;0.0;0;0;47132;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S10);22.9;0.0;28.1;0.0;Standard Pickup Trucks 4WD;2024;-4750;;;T;;Hybrid;;;288V Ni-MH;TYX;;0.0;;2023-09-19;2024-01-18;Y;0;0;0;Tundra
Toyota;Prius Prime SE;1.7187876643951168;2.3425984251968504;0.0;4.0;53;53.0;140;143.3547;0.0;24.0;0.734;50;-1;0.0;50.0;52;52.0;127;129.6867;26.0;0.0;0.71;4;2.0;Front-Wheel Drive;123;"SIDI & PFI; PHEV";10;1050;0;Regular Gas and Electricity;Regular Gasoline;10;;51;51.0;115;116.1514;0.0;29.0;0.675;20;91;47229;0;0;Y;true;0;0;0;0.0;48.43;0.0;39.69;Automatic (variable gear ratios);77.7;204.8;72.7;165.9;Midsize Cars;2023;6000;;;;;Plug-in Hybrid;Electricity;45;120 kW AC Induction;TYX;;0.0;;2023-09-25;2023-10-05;Y;97;81;89;Prius Prime
Toyota;GR Corolla;12.39625;0.0;0.0;0.0;21;21.1786;0;0.0;0.0;0.0;0.0;368;-1;0.0;368.0;24;23.889;0;0.0;0.0;0.0;0.0;3;1.6;All-Wheel Drive;46;SIDI & PFI;5;2800;0;Premium;Premium Gasoline;5;;28;28.3185;0;0.0;0.0;0.0;0.0;27;67;47234;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 6-spd;26.9;0.0;40.3;0.0;Subcompact Cars;2024;-4500;;;T;;;;;;TYX;;0.0;;2023-10-05;2024-01-18;N;0;0;0;Corolla
Toyota;Sienna AWD;8.500285714285715;0.0;0.0;0.0;35;34.5715;0;0.0;0.0;0.0;0.0;253;-1;0.0;253.0;35;35.0213;0;0.0;0.0;0.0;0.0;4;2.5;All-Wheel Drive;123;"SIDI & PFI; Hybrid";7;1550;0;Regular;Regular Gasoline;7;;36;35.5871;0;0.0;0.0;0.0;0.0;0;0;47254;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (AV-S6);47.0;0.0;48.5237;0.0;Minivan - 4WD;2024;1750;;;;;Hybrid;;;259V Li-Ion;TYX;;0.0;;2023-10-05;2024-01-18;Y;0;0;0;Sienna
Toyota;Mirai;1.78931532;0.0;0.0;0.0;67;67.2229;0;0.0;0.0;66.0;0.0;0;-1;0.0;0.0;67;67.2229;0;0.0;66.0;0.0;0.0;;;Front-Wheel Drive;208;PEFC;10;0;0;Hydrogen;Hydrogen;10;;67;67.2229;0;0.0;0.0;66.0;0.0;0;0;47525;0;9;N;false;0;86;312;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);96.0327;0.0;96.0327;0.0;Subcompact Cars;2016;9500;;;;;FCV;;;56 kW AC Induction;TYX;;0.0;;2022-03-31;2022-03-31;N;0;0;0;Mirai
Toyota;Tacoma SR5/Sport/PreRunner 2WD;12.935217391304349;0.0;0.0;0.0;21;20.6741;0;0.0;0.0;0.0;0.0;393;-1;0.0;393.0;23;22.6597;0;0.0;0.0;0.0;0.0;4;2.4;Rear-Wheel Drive;187;"SIDI & PFI; with Stop-Start";5;2350;0;Regular;Regular Gasoline;5;;26;25.6735;0;0.0;0.0;0.0;0.0;0;0;47589;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S8);26.2;0.0;36.2;0.0;Small Pickup Trucks 2WD;2024;-2250;;;T;;;;;;TYX;;0.0;;2024-02-21;2024-04-16;Y;0;0;0;Tacoma
Toyota;Tacoma SR5/Sport/Off-Road/Limited 4WD;14.167142857142858;0.0;0.0;0.0;19;18.8536;0;0.0;0.0;0.0;0.0;424;-1;0.0;424.0;21;21.0122;0;0.0;0.0;0.0;0.0;4;2.4;Part-time 4-Wheel Drive;186;SIDI & PFI;4;2550;0;Regular;Regular Gasoline;4;;24;24.431;0;0.0;0.0;0.0;0.0;0;0;47601;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S8);23.7;0.0;34.3;0.0;Small Pickup Trucks 4WD;2024;-3250;;;T;;;;;;TYX;;0.0;;2024-02-21;2024-04-16;N;0;0;0;Tacoma
Toyota;Van 4WD (cargo);15.65842105263158;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;467.7368421052632;19;0.0;0;0.0;0.0;0.0;0.0;4;2.2;4-Wheel or All-Wheel Drive;57082;FFS;;2850;0;Regular;Regular Gasoline;;;20;0.0;0;0.0;0.0;0.0;0.0;0;0;5076;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;22.0;0.0;28.2051;0.0;Vans;1988;-4750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Van
Toyota;Van 4WD (passenger);15.65842105263158;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;467.7368421052632;19;0.0;0;0.0;0.0;0.0;0.0;4;2.2;4-Wheel or All-Wheel Drive;57082;FFS;;2850;0;Regular;Regular Gasoline;;;20;0.0;0;0.0;0.0;0.0;0.0;0;0;5117;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;22.0;0.0;28.0;0.0;Vans;1988;-4750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Van
Toyota;Celica;15.65842105263158;0.0;0.0;0.0;17;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;467.7368421052632;19;0.0;0;0.0;0.0;0.0;0.0;4;2.0;4-Wheel or All-Wheel Drive;57008;FFS,TRBO;;3550;0;Premium;Premium Gasoline;;;24;0.0;0;0.0;0.0;0.0;0.0;14;79;5479;12;0;N;false;80;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;21.1111;0.0;33.0;0.0;Subcompact Cars;1989;-8250;;;T;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Celica
Toyota;Celica;15.65842105263158;0.0;0.0;0.0;17;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;467.7368421052632;19;0.0;0;0.0;0.0;0.0;0.0;4;2.0;4-Wheel or All-Wheel Drive;57011;FFS,TRBO;;3550;0;Premium;Premium Gasoline;;;22;0.0;0;0.0;0.0;0.0;0.0;13;74;6614;10;0;N;false;75;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;21.0;0.0;31.0;0.0;Subcompact Cars;1990;-8250;;;T;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Celica
Toyota;Corolla;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;0;0;6620;12;11;N;false;76;84;0;0.0;0.0;0.0;0.0;Automatic 4-spd;28.0;0.0;42.0;0.0;Subcompact Cars;1990;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Truck 4WD;16.528333333333336;0.0;0.0;0.0;17;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;493.72222222222223;18;0.0;0;0.0;0.0;0.0;0.0;4;2.4;4-Wheel or All-Wheel Drive;57015;FFS;;3000;0;Regular;Regular Gasoline;;;20;0.0;0;0.0;0.0;0.0;0.0;0;0;7222;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;21.0;0.0;28.0;0.0;Standard Pickup Trucks;1990;-5500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Truck/T100
Toyota;Truck 2WD;13.52318181818182;0.0;0.0;0.0;20;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;403.95454545454544;22;0.0;0;0.0;0.0;0.0;0.0;4;2.4;Rear-Wheel Drive;57081;;;2450;0;Regular;Regular Gasoline;;;24;0.0;0;0.0;0.0;0.0;0.0;0;0;742;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;25.0;0.0;34.0;0.0;Small Pickup Trucks;1985;-2750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Truck/T100
Toyota;Celica;11.900400000000001;0.0;0.0;0.0;22;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;355.48;25;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57007;4A-FE    FFS;;2150;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;15;74;7718;10;0;Y;false;75;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;28.0;0.0;42.0;0.0;Subcompact Cars;1991;-1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Celica
Toyota;1-Ton Truck 2WD;16.528333333333336;0.0;0.0;0.0;16;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;493.72222222222223;18;0.0;0;0.0;0.0;0.0;0.0;6;3.0;Rear-Wheel Drive;57015;FFS;;3000;0;Regular;Regular Gasoline;;;22;0.0;0;0.0;0.0;0.0;0.0;0;0;8248;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;20.0;0.0;30.0;0.0;Standard Pickup Trucks;1991;-5500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Truck/T100
Toyota;Cab/Chassis 2WD;27.04636363636364;0.0;0.0;0.0;10;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;807.9090909090909;11;0.0;0;0.0;0.0;0.0;0.0;6;3.0;Rear-Wheel Drive;57015;FFS;;4900;0;Regular;Regular Gasoline;;;11;0.0;0;0.0;0.0;0.0;0.0;0;0;8555;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;12.2222;0.0;15.0;0.0;Special Purpose Vehicles;1991;-15000;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Cab Chassis
Toyota;Celica;14.167142857142858;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;423.1904761904762;21;0.0;0;0.0;0.0;0.0;0.0;4;2.2;Front-Wheel Drive;57006;FFS;;2550;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;13;74;8811;11;0;N;false;75;0;0;0.0;0.0;0.0;0.0;Automatic 4-spd;23.0;0.0;36.0;0.0;Subcompact Cars;1992;-3250;;2MODE 2LKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Celica
Toyota;Corolla;12.39625;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;370.2916666666667;24;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57004;FFS;;2250;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;0;0;8814;0;13;N;false;0;84;0;0.0;0.0;0.0;0.0;Automatic 3-spd;29.0;0.0;37.0;0.0;Subcompact Cars;1992;-1750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;4Runner 4WD;21.250714285714285;0.0;0.0;0.0;13;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;634.7857142857143;14;0.0;0;0.0;0.0;0.0;0.0;6;3.0;4-Wheel or All-Wheel Drive;57014;FFS;;3850;0;Regular;Regular Gasoline;;;17;0.0;0;0.0;0.0;0.0;0.0;0;0;9617;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;16.6667;0.0;23.0;0.0;Special Purpose Vehicles;1992;-9750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;4Runner
Toyota;MR2;14.8755;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;444.35;20;0.0;0;0.0;0.0;0.0;0.0;4;2.0;Rear-Wheel Drive;57001;FFS,TRBO;;3350;0;Premium;Premium Gasoline;;;25;0.0;0;0.0;0.0;0.0;0.0;0;0;9665;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;22.2222;0.0;35.0;0.0;Two Seaters;1993;-7250;;;T;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;MR2
Toyota;Celica;13.52318181818182;0.0;0.0;0.0;19;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;403.95454545454544;22;0.0;0;0.0;0.0;0.0;0.0;4;2.2;Front-Wheel Drive;57008;FFS;;2450;0;Regular;Regular Gasoline;;;26;0.0;0;0.0;0.0;0.0;0.0;13;74;9870;11;0;N;false;75;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;24.0;0.0;36.0;0.0;Subcompact Cars;1993;-2750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Celica
Toyota;Camry Solara Convertible;14.167142857142858;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;423.1904761904762;21;0.0;0;0.0;0.0;0.0;0.0;6;3.3;Front-Wheel Drive;0;;;2550;0;Regular;Regular Gasoline;;;27;0.0;0;0.0;0.0;0.0;0.0;0;0;19509;12;0;Y;false;89;0;0;0.0;0.0;0.0;0.0;Automatic (S5);22.5;0.0;37.1;0.0;Compact Cars;2004;-3250;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Camry
Toyota;Echo;9.015454545454546;0.0;0.0;0.0;30;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;269.3030303030303;33;0.0;0;0.0;0.0;0.0;0.0;4;1.5;Front-Wheel Drive;0;;;1650;0;Regular;Regular Gasoline;;;38;0.0;0;0.0;0.0;0.0;0.0;0;0;19678;14;14;Y;false;87;86;0;0.0;0.0;0.0;0.0;Manual 5-spd;39.1987;0.0;54.5382;0.0;Compact Cars;2004;1250;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Echo
Toyota;Corolla;11.442692307692308;0.0;0.0;0.0;24;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;1.6;Front-Wheel Drive;57020;FFS;;2050;0;Regular;Regular Gasoline;;;30;0.0;0;0.0;0.0;0.0;0.0;20;85;2071;0;13;Y;false;0;87;0;0.0;0.0;0.0;0.0;Automatic 3-spd;31.0;0.0;42.0;0.0;Compact Cars;1986;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Corolla
Toyota;Tundra 4WD;19.834;0.0;0.0;0.0;13;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;592.4666666666667;15;0.0;0;0.0;0.0;0.0;0.0;8;4.7;4-Wheel or All-Wheel Drive;0;;;3600;0;Regular;Regular Gasoline;;;17;0.0;0;0.0;0.0;0.0;0.0;0;0;21187;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic 5-spd;16.6154;0.0;22.8704;0.0;Standard Pickup Trucks 4WD;2005;-8500;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Tundra
Toyota;Tundra 4WD;19.834;0.0;0.0;0.0;13;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;592.4666666666667;15;0.0;0;0.0;0.0;0.0;0.0;8;4.7;4-Wheel or All-Wheel Drive;0;;;3600;0;Regular;Regular Gasoline;;;16;0.0;0;0.0;0.0;0.0;0.0;0;0;22296;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic 5-spd;16.5738;0.0;22.7423;0.0;Standard Pickup Trucks 4WD;2006;-8500;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Tundra
Toyota;Avalon;12.935217391304349;0.0;0.0;0.0;20;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;386.39130434782606;23;0.0;0;0.0;0.0;0.0;0.0;6;3.5;Front-Wheel Drive;0;;;2350;0;Regular;Regular Gasoline;;;28;0.0;0;0.0;0.0;0.0;0.0;0;0;23616;0;14;Y;false;0;107;0;0.0;0.0;0.0;0.0;Automatic (S5);24.8;0.0;39.6;0.0;Large Cars;2007;-2250;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Avalon
Toyota;Matrix;11.018888888888888;0.0;0.0;0.0;25;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;329.14814814814815;27;0.0;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;0;;;2000;0;Regular;Regular Gasoline;;;31;0.0;0;0.0;0.0;0.0;0.0;0;0;23627;0;22;Y;false;0;94;0;0.0;0.0;0.0;0.0;Automatic 4-spd;31.6787;0.0;43.7735;0.0;Small Station Wagons;2007;-500;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Matrix
Toyota;4Runner 2WD;17.500588235294117;0.0;0.0;0.0;15;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;522.7647058823529;17;0.0;0;0.0;0.0;0.0;0.0;8;4.7;Rear-Wheel Drive;0;;;3150;0;Regular;Regular Gasoline;;;19;0.0;0;0.0;0.0;0.0;0.0;0;0;25007;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic 5-spd;18.9;0.0;26.0;0.0;Sport Utility Vehicle - 2WD;2008;-6250;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;4Runner
Toyota;Highlander 2WD;14.8755;0.0;0.0;0.0;18;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;444.35;20;0.0;0;0.0;0.0;0.0;0.0;6;3.5;Front-Wheel Drive;0;;;2700;0;Regular;Regular Gasoline;;;24;0.0;0;0.0;0.0;0.0;0.0;0;0;25656;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S5);22.1;0.0;33.1;0.0;Sport Utility Vehicle - 2WD;2009;-4000;;CLKUP;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Highlander
Toyota;Truck 4WD;16.528333333333336;0.0;0.0;0.0;17;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;493.72222222222223;18;0.0;0;0.0;0.0;0.0;0.0;4;2.4;4-Wheel or All-Wheel Drive;57086;FFS;;3000;0;Regular;Regular Gasoline;;;20;0.0;0;0.0;0.0;0.0;0.0;0;0;2598;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 5-spd;21.0;0.0;28.0;0.0;Standard Pickup Trucks;1986;-5500;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Truck/T100
Toyota;Camry;11.442692307692308;0.0;0.0;0.0;23;0.0;0;0.0;0.0;0.0;0.0;-1;-1;0.0;341.8076923076923;26;0.0;0;0.0;0.0;0.0;0.0;4;2.0;;57055;FFS CA model;;2050;0;Regular;Regular Gasoline;;;29;0.0;0;0.0;0.0;0.0;0.0;20;89;27985;0;14;N;false;0;93;0;0.0;0.0;0.0;0.0;Automatic 4-spd;30.0;0.0;41.0;0.0;Compact Cars;1984;-750;;;;;;;;;;;0.0;;2013-01-01;2013-01-01;;0;0;0;Camry
Toyota;Avalon Hybrid;7.43775;0.0;0.0;0.0;40;40.3222;0;0.0;0.0;0.0;0.0;223;-1;0.0;223.0;40;39.6361;0;0.0;0.0;0.0;0.0;4;2.5;Front-Wheel Drive;78;;9;1350;0;Regular;Regular Gasoline;9;;39;38.8285;0;0.0;0.0;0.0;0.0;0;0;38295;0;14;Y;false;0;104;0;0.0;0.0;0.0;0.0;Automatic (AV-S6);56.0848;0.0;54.1578;0.0;Midsize Cars;2017;2750;;;;;Hybrid;;;245V Ni-MH;TYX;;0.0;;2016-10-12;2017-04-05;Y;0;0;0;Avalon
Toyota;RAV4 AWD;11.900400000000001;0.0;0.0;0.0;22;22.3233;0;0.0;0.0;0.0;0.0;357;-1;0.0;357.0;25;24.6957;0;0.0;0.0;0.0;0.0;4;2.5;All-Wheel Drive;98;;5;2150;0;Regular;Regular Gasoline;5;;28;28.3824;0;0.0;0.0;0.0;0.0;0;0;39371;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S6);28.5;0.0;40.4;0.0;Small Sport Utility Vehicle 4WD;2018;-1250;;;;;;;;;TYX;;0.0;;2017-08-28;2018-01-24;N;0;0;0;RAV4
Toyota;Yaris;8.750294117647059;0.0;0.0;0.0;30;30.0;0;0.0;0.0;0.0;0.0;264;-1;0.0;264.0;34;34.3374;0;0.0;0.0;0.0;0.0;4;1.5;Front-Wheel Drive;202;SIDI;8;1600;0;Regular;Regular Gasoline;8;;39;39.0;0;0.0;0.0;0.0;0.0;16;85;40696;0;13;N;false;0;86;0;0.0;0.0;0.0;0.0;Manual 6-spd;40.8658;0.0;59.3;0.0;Compact Cars;2019;1500;;;;;;;;;TYX;;0.0;;2018-09-11;2018-10-03;N;0;0;0;Yaris
Toyota;RAV4;9.917;0.0;0.0;0.0;26;26.0;0;0.0;0.0;0.0;0.0;302;-1;0.0;302.0;30;30.2812;0;0.0;0.0;0.0;0.0;4;2.5;Front-Wheel Drive;106;SIDI & PFI;7;1800;0;Regular;Regular Gasoline;7;;35;34.8197;0;0.0;0.0;0.0;0.0;0;0;41122;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (S8);35.7454;0.0;50.7082;0.0;Small Sport Utility Vehicle 2WD;2019;500;;;;;;;;;TYX;;0.0;;2018-12-05;2019-01-23;N;0;0;0;RAV4
Toyota;Tacoma 4WD TRD PRO;16.528333333333336;0.0;0.0;0.0;17;17.0911;0;0.0;0.0;0.0;0.0;483;-1;0.0;483.0;18;18.3086;0;0.0;0.0;0.0;0.0;6;3.5;Part-time 4-Wheel Drive;206;SIDI & PFI;3;3000;0;Regular;Regular Gasoline;3;;20;20.0547;0;0.0;0.0;0.0;0.0;0;0;41167;0;0;N;false;0;0;0;0.0;0.0;0.0;0.0;Manual 6-spd;21.3179;0.0;27.7358;0.0;Small Pickup Trucks 4WD;2019;-5500;;;;;;;;;TYX;;0.0;;2019-01-29;2019-02-26;N;0;0;0;Tacoma
Toyota;Prius;5.721346153846154;0.0;0.0;0.0;54;54.4966;0;0.0;0.0;0.0;0.0;169;-1;0.0;169.0;52;52.2434;0;0.0;0.0;0.0;0.0;4;1.8;Front-Wheel Drive;51;Hybrid;10;1050;0;Regular;Regular Gasoline;10;;50;49.7304;0;0.0;0.0;0.0;0.0;27;91;41915;0;0;Y;false;0;0;0;0.0;0.0;0.0;0.0;Automatic (variable gear ratios);76.4312;0.0;70.033;0.0;Midsize Cars;2020;4250;;;;;Hybrid;;;207V Li-Ion;TYX;;0.0;;2019-08-26;2019-11-08;Y;0;0;0;Prius
